name,category,lat,lon
,recycling,43.6730873,3.9977969
,recycling,43.6758297,3.954029
,recycling,43.6651133,4.0329826
,recycling,43.6636131,4.0342869
,recycling,43.6625319,4.0314962
,recycling,43.6634775,4.0315348
,recycling,43.6629706,4.0300981
,recycling,43.6638485,4.0306827
,recycling,43.6671519,4.0265821
,recycling,43.6720389,4.0259589
,fountain,43.6242272,3.8367277
,fountain,43.624591,3.8365882
,recycling,43.6673662,4.0237725
,recycling,43.6677262,4.0195757
,recycling,43.6621521,4.0232832
,recycling,43.6602863,4.0166641
Alliance Beaute,hairdresser,43.447118,3.7561052
,post_box,43.6112815,3.8734893
,recycling,43.6593785,4.0136752
,recycling,43.6601605,4.0133318
,recycling,43.6615712,4.0148473
,recycling,43.6615149,4.0127739
,recycling,43.662813,4.0064654
,recycling,43.6562941,3.9992623
,recycling,43.6546319,3.9980379
,recycling,43.6582656,3.9809046
,recycling,43.6548447,3.9767641
Jussieu,artwork,43.6042507,3.898115
Marat,artwork,43.6042885,3.8981511
Chénier,artwork,43.6042437,3.8981658
Danton,artwork,43.6042742,3.8982044
Camille Desmoulins,artwork,43.6042447,3.8982441
Madame Rolland,artwork,43.6042194,3.8982055
Bailly,artwork,43.6041565,3.8982146
Saint-Just,artwork,43.6041381,3.8982649
La Révellière-Lépeaux,artwork,43.6041038,3.8982288
Sieyès,artwork,43.6041263,3.8981826
Lafayette,artwork,43.604187,3.8982197
Barnave,artwork,43.6041145,3.8981353
Lakanal,artwork,43.6040803,3.8981806
Robespierre,artwork,43.6042128,3.89827
Couthon,artwork,43.6041712,3.8982766
,recycling,43.6529585,3.9745661
,recycling,43.6539416,3.9558152
,recycling,43.6469979,3.9522578
,recycling,43.6583279,3.9650804
,recycling,43.6599583,3.9655591
,recycling,43.6604741,3.971635
,recycling,43.6607123,3.9752939
,recycling,43.6605103,3.9759768
,recycling,43.6612524,3.9763711
,recycling,43.661436,3.9755907
,recycling,43.6640114,3.9742974
,parking_entrance,43.5761219,3.9610514
,parking_entrance,43.5768755,3.9592233
,information,43.5784074,3.9586904
,charging_station,43.5785779,3.9581308
,vending_machine,43.5791236,3.9577394
,vending_machine,43.578618,3.9580814
,vending_machine,43.5785406,3.9591926
,vending_machine,43.5784146,3.9594793
,vending_machine,43.5784017,3.95872
,vending_machine,43.5771788,3.9566004
,vending_machine,43.5768513,3.959298
,vending_machine,43.5760362,3.9579578
Coiff'Center,hairdresser,43.6750743,3.9836695
Place du Marché,supermarket,43.5894506,3.9347624
,recycling,43.6451723,3.9472218
,recycling,43.6424976,3.9393496
,recycling,43.6468813,3.9379057
,recycling,43.6491308,3.9437143
,recycling,43.6510795,3.9405115
,recycling,43.6513447,3.9430226
,recycling,43.6531213,3.9440874
,recycling,43.6526407,3.9385365
,recycling,43.6535318,3.9360754
,recycling,43.6509571,3.9335437
,recycling,43.6517069,3.9304672
,recycling,43.6513577,3.9289857
,recycling,43.6558082,3.9350439
,recycling,43.6568692,3.9378796
,recycling,43.6571074,3.9420433
,recycling,43.6588204,3.9432481
,recycling,43.6610787,3.9440893
,recycling,43.6608826,3.9377599
,recycling,43.6630599,3.9375317
,recycling,43.6631316,3.9334578
,bench,43.570176,3.7714431
La Patelle,restaurant,43.3964387,3.662948
Pharmacie de la Corniche,pharmacy,43.394116,3.6770886
Société Générale,bank,43.3940575,3.6768821
Le Safari,restaurant,43.4035616,3.6702731
La Traversée,artwork,43.3928529,3.6859022
,bicycle_parking,43.6668064,4.1265276
,recycling,43.64511,3.9355854
,recycling,43.6407085,3.9320473
,recycling,43.6409865,3.9348711
,recycling,43.6376018,3.9300635
,recycling,43.6380358,3.9274522
,recycling,43.6395434,3.9269166
,recycling,43.6384465,3.9250451
,recycling,43.6420003,3.9225092
,recycling,43.6337397,3.9215902
,recycling,43.6368068,3.9181915
,recycling,43.6389213,3.9205551
,recycling,43.6466577,3.9189618
,recycling,43.6450434,3.916251
,recycling,43.6435375,3.9153446
,recycling,43.6444287,3.9103773
La poste,atm,43.633967,3.8327301
Soyou sandwich,fast_food,43.6339773,3.8328767
,recycling,43.6378006,3.9059238
,recycling,43.6335319,3.9076758
Parking Vicarello,parking_entrance,43.6326739,3.8984694
,parking_entrance,43.6325058,3.8988172
,recycling,43.6327991,3.9004841
,bicycle_parking,43.6314137,3.9012149
,recycling,43.6291625,3.9097318
,recycling,43.6230427,3.9177314
,recycling,43.6251573,3.9059898
,recycling,43.6256218,3.9046114
,recycling,43.6253898,3.9044599
,recycling,43.6276381,3.9018273
,recycling,43.6310415,3.8966507
,recycling,43.6322636,3.895876
,recycling,43.6375346,3.8941435
,recycling,43.6423667,3.9003706
,recycling,43.6443466,3.8945469
,recycling,43.6499592,3.8951955
,recycling,43.6511508,3.8964827
,recycling,43.6517238,3.8955286
,recycling,43.6481969,3.9046036
,recycling,43.6515332,3.9091152
,artwork,43.6279455,3.8969555
,vending_machine,43.6794361,4.1309915
,recycling,43.6622887,3.9248938
,recycling,43.6623485,3.9219976
,recycling,43.655532,3.9134995
,recycling,43.6592297,3.9070664
,recycling,43.6578864,3.9046611
,recycling,43.6608759,3.9109082
,recycling,43.6671249,3.9115191
Aux Notes d'Orphée,books,43.6103404,3.8745607
,recycling,43.6471511,3.8878765
,recycling,43.6606323,3.9004104
,recycling,43.6599633,3.8972502
,recycling,43.6613746,3.8893534
,recycling,43.6586899,3.8904411
,recycling,43.6583416,3.8932348
,recycling,43.6570934,3.8880179
,recycling,43.6564973,3.8898905
,recycling,43.6554484,3.8804769
,recycling,43.6538643,3.8815964
,recycling,43.6526924,3.8854356
,recycling,43.6538034,3.8876714
,recycling,43.6515456,3.864037
,recycling,43.6652689,3.8559808
,recycling,43.6676743,3.8555099
,recycling,43.6679545,3.8606416
,recycling,43.6689506,3.8616153
,recycling,43.6749857,3.8669285
,recycling,43.6789545,3.8701071
,recycling,43.6867784,3.8722761
,recycling,43.6880969,3.8636859
,recycling,43.6938465,3.8726398
,recycling,43.6961662,3.8737793
,recycling,43.6935652,3.8622387
,recycling,43.6975948,3.861667
,recycling,43.6982363,3.8653016
,recycling,43.6993801,3.8630817
,recycling,43.7015018,3.8657335
,recycling,43.6550639,3.7901595
,recycling,43.6504502,3.7892641
,recycling,43.646516,3.7964788
,recycling,43.6448169,3.8006514
,recycling,43.6479185,3.8013908
,recycling,43.648545,3.7977948
,recycling,43.6499766,3.8033587
,bbq,43.4500746,3.7552106
,bench,43.4499748,3.7554574
,bench,43.4501043,3.7553199
,parking_space,43.449377,3.7546735
,bench,43.450354,3.7551785
,bicycle_parking,43.6050789,3.892091
,parking_space,43.5860054,3.8883461
,parking_space,43.5860899,3.8883763
,parking_space,43.5863512,3.8884306
,parking_space,43.586342,3.8884715
,parking_space,43.5863818,3.8884863
,parking_space,43.5863916,3.8884474
,parking_space,43.5869686,3.8887042
,parking_space,43.5869608,3.8887484
,parking_space,43.5869501,3.888794
,parking_space,43.5869919,3.8888048
,parking_space,43.5869977,3.8887618
,parking_space,43.5870065,3.888723
,parking_space,43.589466,3.8929166
,parking_space,43.5894427,3.8928884
,parking_space,43.5894194,3.8928562
,parking_space,43.5893956,3.8928247
,parking_space,43.5893766,3.8927992
,parking_space,43.5888035,3.8923983
,parking_space,43.5888205,3.8923641
,parking_space,43.5881313,3.8903822
,recycling,43.4068708,3.6907116
,post_box,43.5942894,3.8793765
Parking Circé,parking_entrance,43.6049285,3.9195982
,bench,43.6169884,3.9951105
,optician,43.5342417,3.853273
VB Coiffure,hairdresser,43.5334125,3.8621418
La Volière,zoo,43.6135276,3.8705094
Le reservoir,fountain,43.6130596,3.8698603
Le Belvédère,viewpoint,43.613898,3.8704102
Toilette automatique,toilets,43.6152904,3.8741425
,bicycle_parking,43.4441364,3.7497958
,waste_basket,43.4441177,3.7499106
,waste_basket,43.6093353,3.8813103
,waste_basket,43.6086406,3.8835587
,waste_basket,43.6089209,3.8834414
,waste_basket,43.6088213,3.8828764
,post_box,43.6084269,3.8480848
,bench,43.4466823,3.7541927
,bench,43.4466475,3.7541909
,waste_basket,43.5867295,3.9296678
Fringales & Délices,fast_food,43.5873531,3.9294948
,bench,43.5818094,3.92994
Aire de Montpellier-Fabrègues Sud,charging_station,43.5440693,3.7924937
,post_box,43.5941346,3.8753622
,post_box,43.6106867,3.8495836
,hydrant,43.6227366,3.8135138
La Cantine du Faubourg,restaurant,43.6062765,3.8758038
Carrosserie Saint-Michel,car_repair,43.6321344,3.8248381
Escudero,dentist,43.3937359,3.6774535
,recycling,43.6463326,3.8083307
,recycling,43.646162,3.8108278
,recycling,43.6475967,3.8086479
,recycling,43.6414289,3.8295375
,recycling,43.6435107,3.8318734
,recycling,43.6460037,3.8388237
,recycling,43.6513521,3.8297976
,recycling,43.6516077,3.8268137
,recycling,43.5919335,3.8200348
,parking_entrance,43.6018849,3.9022835
,recycling,43.6020841,3.9020482
,bench,43.6023041,3.9053768
,bench,43.6023779,3.9053915
,bench,43.6027712,3.9054465
,bench,43.6025012,3.9054197
,bench,43.60254,3.9054318
,bench,43.6028877,3.9055726
,bench,43.6028664,3.9055337
,parking_entrance,43.6023067,3.903669
,recycling,43.6027094,3.9046119
,recycling,43.6027142,3.9046349
,parking_entrance,43.6022088,3.9050535
,parking_entrance,43.6022519,3.9052422
,parking_entrance,43.6018871,3.9052312
,bicycle_parking,43.6022788,3.9028495
,parking_entrance,43.6018796,3.9027764
,recycling,43.5848194,3.8239441
,recycling,43.583526,3.8289326
,recycling,43.584658,3.8305558
,recycling,43.5813774,3.8335055
,recycling,43.5819182,3.83771
,recycling,43.5812884,3.8449144
,recycling,43.5830534,3.8454894
,recycling,43.5765572,3.8490369
,recycling,43.5757715,3.8437383
,recycling,43.5736843,3.8487252
,recycling,43.5725725,3.8508499
,recycling,43.5730665,3.8526437
,recycling,43.5710954,3.8451615
,recycling,43.5701863,3.8431319
,recycling,43.5691283,3.8388149
,recycling,43.568011,3.8388374
,recycling,43.5671553,3.8358022
,recycling,43.5620417,3.8496618
,recycling,43.561964,3.8385238
,recycling,43.5577986,3.8602535
,recycling,43.5583824,3.8606901
,recycling,43.5636007,3.8309624
,recycling,43.5660406,3.8219505
,recycling,43.5670397,3.8256371
,recycling,43.5700121,3.8247846
,recycling,43.5693767,3.8263983
,recycling,43.5688135,3.8186217
,recycling,43.5695784,3.8324099
,recycling,43.573709,3.8288955
,recycling,43.5721092,3.8252932
,recycling,43.5735129,3.8187922
,recycling,43.5765426,3.8171086
,recycling,43.5764588,3.8244049
,parking_entrance,43.6186019,3.8651124
Avia,fuel,43.4386624,3.7429771
,recycling,43.5788895,3.8241558
,recycling,43.5774663,3.8280648
,recycling,43.5808803,3.8255765
,recycling,43.5791887,3.8174381
,recycling,43.5779393,3.8324083
,recycling,43.62143,3.7878232
,recycling,43.6215039,3.7876893
,recycling,43.621573,3.7890871
,recycling,43.6340612,3.8036096
,recycling,43.6268276,3.809379
,recycling,43.6197149,3.8046303
,recycling,43.6187271,3.8086318
,recycling,43.6187966,3.809744
,recycling,43.6176645,3.8102629
,recycling,43.6178046,3.8116686
,recycling,43.6162492,3.8123993
,bench,43.6023429,3.8955317
,bench,43.6021797,3.8954848
,vending_machine,43.6025459,3.8953581
,bench,43.6034,3.8959046
,vending_machine,43.6031576,3.8957098
,bench,43.6032162,3.8958067
,bench,43.6030429,3.895741
,bench,43.6028685,3.8956887
,bench,43.602701,3.8956387
,bench,43.6025146,3.8955797
,waste_basket,43.602408,3.8955485
,bench,43.6019909,3.8954285
,waste_basket,43.6018117,3.8953735
,bench,43.6010823,3.8954221
,bench,43.6009098,3.8955276
,bench,43.6006191,3.8958047
,bench,43.6004841,3.8959555
,recycling,43.5532195,3.968724
,recycling,43.5567618,3.9646036
,recycling,43.5567406,3.9646101
,recycling,43.5593243,3.9363581
,recycling,43.5561767,3.9522931
,recycling,43.560864,3.9542494
,recycling,43.5618191,3.9559826
,recycling,43.5615913,3.9577598
,recycling,43.5631264,3.9545952
,recycling,43.5639115,3.9539635
,recycling,43.5633257,3.9526777
,recycling,43.5626327,3.9516067
,recycling,43.5664068,3.9493772
,recycling,43.5676441,3.9545357
,recycling,43.568297,3.9490249
,recycling,43.5680508,3.9444431
,recycling,43.5657115,3.9386731
,recycling,43.5699604,3.9389511
,seafood,43.4222217,3.7455388
,fountain,43.6612752,3.9123155
,fountain,43.6613343,3.9124618
Gelateria Livea,ice_cream,43.4014937,3.6966966
,recycling,43.5740232,3.9442055
,recycling,43.575739,3.9369114
,recycling,43.5761802,3.9353483
,recycling,43.578621,3.938444
,recycling,43.5788335,3.9416202
,recycling,43.5820989,3.9355756
,recycling,43.5814198,3.9316519
,recycling,43.5837147,3.934936
,recycling,43.5845555,3.9335327
,recycling,43.5851169,3.9305019
,recycling,43.5911237,3.933435
,recycling,43.5900757,3.9274335
,recycling,43.5910881,3.9222216
,recycling,43.5922207,3.9186692
,recycling,43.5885415,3.9143335
,recycling,43.5879907,3.9218677
,recycling,43.5868672,3.9248656
,recycling,43.586119,3.92165
,recycling,43.58486,3.9245146
,recycling,43.5833617,3.9225519
,recycling,43.5840586,3.9207057
,recycling,43.5809013,3.9196248
,recycling,43.5752556,3.921691
,recycling,43.5754676,3.9235173
,recycling,43.5761102,3.925875
,recycling,43.5650132,3.9176225
,recycling,43.563831,3.9229302
,recycling,43.5677362,3.9066206
,recycling,43.5678654,3.9033234
,recycling,43.5659841,3.9007713
,recycling,43.56058,3.900569
,bicycle_parking,43.6066262,3.9215461
Décadence,restaurant,43.6092819,3.87692
,recycling,43.6268323,3.8702694
,recycling,43.5773822,3.9149309
,recycling,43.580714,3.9105341
,recycling,43.5818414,3.8909935
,recycling,43.5827479,3.8902304
,recycling,43.5754698,3.9049644
,recycling,43.5757756,3.9013139
,recycling,43.5727892,3.9039646
,recycling,43.5739839,3.9075275
,recycling,43.5712243,3.9003796
,recycling,43.5607999,3.8934229
,recycling,43.5590862,3.892505
,recycling,43.5521147,3.8936534
,recycling,43.5477665,3.8954463
,recycling,43.5589845,3.878813
,recycling,43.5612421,3.8796477
,recycling,43.5638835,3.8766694
,recycling,43.5632338,3.8749453
,recycling,43.5637041,3.8716637
,recycling,43.5667322,3.8698729
,recycling,43.5693329,3.8750006
,recycling,43.5601815,3.8713554
,recycling,43.5603565,3.874432
,recycling,43.5590455,3.874032
Biocoop,supermarket,43.6634908,3.9034041
La Grande Récré,toys,43.6628903,3.9032338
Picard,frozen_food,43.6631597,3.9032653
Le Petit Moka,cafe,43.4040196,3.6950048
Virgil's,cafe,43.4039991,3.6948405
Fleur de sel,restaurant,43.4047676,3.6942527
,charging_station,43.4065524,3.6942445
,drinking_water,43.5921653,3.887195
Barcarolle,art,43.4010269,3.6965512
Le torchon,art,43.4009282,3.6965274
Miyagi,clothes,43.4013324,3.696651
L'intemporel,beauty,43.4014379,3.696665
Leeloo,restaurant,43.4013939,3.6966667
L'oranger,restaurant,43.4012215,3.6955783
Nouvelle vague,hairdresser,43.4011027,3.695609
Antoine,hairdresser,43.4009548,3.696238
L'entrepôt,antiques,43.4009264,3.6959119
Bar a lire,books,43.4010958,3.6963344
Indochine,restaurant,43.4014033,3.6955403
Tabac de l'Hôtel de Ville,tobacco,43.4013449,3.6955686
,toilets,43.6136735,3.8307273
Tabac de celleneuve,tobacco,43.6144788,3.8281718
La Singulière,pub,43.4073188,3.6957191
Politi,deli,43.4015599,3.6967105
Le Tabary's,restaurant,43.4023522,3.6969894
Crèmerie chez Michel,dairy,43.4022189,3.6968989
Antalya kebab,fast_food,43.4022808,3.6969156
,picnic_site,43.564584,3.913819
Bar Tabac Brasserie du Quai d'Orient,tobacco,43.4052691,3.7023442
Le régal,fast_food,43.4052018,3.7025684
Asfar voyages,travel_agency,43.4055539,3.702817
Le Pré Vert,restaurant,43.6099321,3.8743307
Ground Zero,music,43.6099896,3.8741916
Chez Mimosa,fast_food,43.609825,3.8744998
Wash'in,laundry,43.609807,3.8747396
N5,art,43.6097876,3.8747874
Tintin,gift,43.6086887,3.8776447
Elizabeth Stuart,shoes,43.6086042,3.8776096
Des Petits Hauts,clothes,43.6086468,3.8776269
Les Copines,clothes,43.6091938,3.8775962
Tommy Hilfiger,clothes,43.6091749,3.8778169
People's Arg,clothes,43.6091745,3.8777036
Seven Forever,clothes,43.6092232,3.877828
Acote,clothes,43.6092906,3.8778304
Boucheron,jewelry,43.609307,3.8776825
Barnabé,clothes,43.6090565,3.8777998
Sandro,clothes,43.6094578,3.8776785
Aux grands vins de France,wine,43.6094159,3.8778171
,clothes,43.6092666,3.877655
Laffite,shoes,43.609524,3.8778941
Les Délires chez Natou,gift,43.6095145,3.877259
Images de Demain,gift,43.6093903,3.8775773
,waste_basket,43.6038064,3.888739
,drinking_water,43.6037904,3.8887276
,convenience,43.4069468,3.6958762
Chalutier Louis Nocca,museum,43.400448,3.6968665
,toilets,43.412595,3.6961087
Amorino,ice_cream,43.6089677,3.8831725
,drinking_water,43.6074525,3.8783515
Bruno Liégard,cafe,43.608457,3.8770404
Jean Le Gourmand,fast_food,43.6089367,3.8833343
Europcar,car_rental,43.6036756,3.8796408
,toilets,43.6060869,3.8798692
Havas Voyage,travel_agency,43.6089854,3.8830692
Voyageurs du Monde,travel_agency,43.6113884,3.874321
,toilets,43.6048576,3.8813264
L’Arseillere,restaurant,43.4477023,3.6572464
,bicycle_parking,43.6266896,3.8665525
,bicycle_parking,43.6266047,3.8665831
,bicycle_parking,43.606192,3.9197421
,parking_space,43.6383605,3.9329972
,parking_space,43.6384969,3.9333842
La Mie Câline,bakery,43.5471843,3.7952633
Camping à la ferme les Aresquiers,camp_site,43.469316,3.8103723
,recycling,43.6257091,3.8645214
LPO - Ligue de protection des oiseaux,wilderness_hut,43.4800199,3.6137861
Le Four du Moine,bakery,43.6141899,3.8257963
,kindergarten,43.617042,3.8285798
Tacos Family,fast_food,43.6163206,3.8261083
Myriam Mallah,dentist,43.6271585,3.8759623
,parking_space,43.698702,3.8660697
,charging_station,43.6183441,3.914913
Barbers no. 5,hairdresser,51.8949146,-2.0830897
Giggling Squid,restaurant,51.89495,-2.0830606
,parking_space,43.6186827,4.0676504
Le Petit Bistrot,restaurant,43.6097519,3.8760486
,bicycle_parking,43.6318106,3.8428862
,bicycle_parking,43.6179714,3.9153654
,post_box,43.5023106,3.6062139
,parking_space,43.5023955,3.60611
,charging_station,43.6597138,3.9344485
,bicycle_parking,43.6124768,3.8747122
,parking,43.6152923,3.8518205
,parking,43.6153098,3.851736
,parking,43.6153127,3.8516112
Gin & Juice,bar,51.8970776,-2.0802377
,artwork,43.6028748,3.899584
,vending_machine,43.5977579,3.9035014
,vending_machine,43.5977836,3.9035772
,waste_basket,43.5979346,3.9034042
Mini Frenchy,yes,43.4036907,3.6948324
Espace revêtement - COSTE peintures,interior_decoration,43.6434344,3.8339507
Comme un Dimanche sous le Figuier,restaurant,43.6081357,3.8754779
Peau de Lapin,tattoo,43.6122078,3.8765001
,waste_basket,43.6114644,3.8758449
Caroline Bouvier,boutique,43.6113994,3.8748522
Chez Rosalie,restaurant,43.610315,3.8762762
,vacant,43.6107175,3.8770168
,motorcycle_parking,43.6107311,3.8772988
Alter Ego,clothes,43.6110295,3.878315
L'Impressionniste,gift,43.6112487,3.8786446
Marta bijouterie,jewelry,43.6111856,3.8788645
Destock' Vin,alcohol,43.6112487,3.8789292
Nicolas Xavier,gallery,43.6110788,3.8788846
Le Cabanon,restaurant,43.6111773,3.8791039
,bicycle_parking,43.6113353,3.8748279
,bicycle_parking,43.5777844,3.9352883
,bicycle_parking,43.6126581,3.8725058
Bonobo,cafe,43.6090218,3.8739651
,bench,43.6084958,3.8896365
,bench,43.6084924,3.8897033
Trigger Bar,bar,43.6134873,3.8798321
Los Parigos,bar,43.610315,3.8778687
Espit Choupitos,bar,43.6103947,3.8780317
Le Café Populaire,bar,43.6104442,3.8781141
Le Comptoir du Disque 2,music,43.6105233,3.8783294
Mogador,restaurant,43.6103801,3.8788383
D'or & Déjà,clothes,43.610248,3.878894
La Maison d'Anna,restaurant,43.6099172,3.8789027
L'Acolyte,restaurant,43.6099754,3.8789181
Les Puces Dorées,clothes,43.6095994,3.8786546
Üfish,fast_food,43.6095842,3.8770842
L'Antre 2 Jeux,games,43.6096946,3.8770064
,deli,43.6098873,3.8767861
Grill House,fast_food,43.609947,3.8767046
LM Traiteur,restaurant,43.6102415,3.8767285
,atm,43.6103697,3.8763657
,atm,43.6104937,3.8765015
Crédit Agricole,bank,43.6109802,3.87614
Haifa Beauty,massage,43.6118105,3.876731
Caffè Panis,restaurant,43.6116667,3.8774657
Spar,convenience,43.6116473,3.8775676
Bistro Saleya,restaurant,43.6116317,3.8776474
,vacant,43.6112327,3.8777909
Spa Soraya Kerr,beauty,43.6113633,3.8777976
Undercut,hairdresser,43.6114686,3.8778587
Mimi Pinson,hairdresser,43.6115181,3.8779043
Kraken Bar,bar,43.6117327,3.8779539
L'Heure Bleue,cafe,43.6117842,3.8782241
ADN,cafe,43.6116924,3.8782087
Black Blue,music,43.6117017,3.8783737
Galerie Chantiers Boîte Noire,gallery,43.6118726,3.8785574
NGF Création,hairdresser,43.6115861,3.878432
Popular Skateshop,skate,43.6116665,3.8788994
La Perle Rare,jewelry,43.6119369,3.8790409
Street Shop,e-cigarette,43.6122867,3.8790771
Créateur Anonyme,clothes,43.6123343,3.8790761
Cafe Ciné,cafe,43.6125964,3.8790871
L'atelier Street Food,fast_food,43.6126702,3.8791964
Burger Shop,fast_food,43.6129067,3.8791113
Ché Lys,restaurant,43.6130445,3.8793104
Coiffeur Barbier du Sud,hairdresser,43.6130309,3.8790878
Gallerie de la Chapelle,gallery,43.6132771,3.8786948
African Box,fast_food,43.6139264,3.8790067
Le Bric à Brac,pub,43.614015,3.8790928
Théod'art,cafe,43.6142165,3.8793523
Tartine & Sac à Dos,restaurant,43.6089962,3.8773917
,bench,43.4037635,3.6914902
,bench,43.4035686,3.6914607
,bench,43.4038025,3.6914634
,bench,43.4036563,3.6915143
,bench,43.4036115,3.6914848
,bench,43.4038395,3.6914285
Gare Montpellier Sud de France,shelter,43.5946092,3.925047
Gare Montpellier Sud de France,shelter,43.5946716,3.9251816
Gare Montpellier Sud de France,shelter,43.5945114,3.9253126
Gare Montpellier Sud de France,shelter,43.5943608,3.9254398
Gare Montpellier Sud de France,shelter,43.5943268,3.9252819
Gare Montpellier Sud de France,shelter,43.5944661,3.9251651
Gare Montpellier Sud de France,shelter,43.5945332,3.9246449
Gare Montpellier Sud de France,shelter,43.5943943,3.9247548
Gare Montpellier Sud de France,shelter,43.5942582,3.9248586
,vending_machine,43.5942386,3.9230292
,artwork,43.6079137,3.8915163
,artwork,43.6079279,3.8915724
,artwork,43.6079542,3.8915234
Place de Thessalie,drinking_water,43.6078055,3.8919167
Place du Nombre d'Or,drinking_water,43.6079722,3.8878889
,atm,43.6043319,3.9212704
,artwork,43.6103238,4.0110812
,recycling,43.6135383,4.0081061
,restaurant,43.6167099,4.0095207
,tattoo,43.6166369,4.0095906
,fountain,43.6165346,4.001911
Kellermann,artwork,43.603212,3.899051
Le Poisson Rouge,restaurant,43.429543,3.7652478
,recycling,43.3192884,3.5541212
,fountain,43.3159298,3.5503329
,viewpoint,43.6114008,3.8689183
L'arrêt O Port,restaurant,43.5468815,3.9758151
Moules Frites,restaurant,43.546842,3.9759626
Emmanuel Place,apartment,43.605151,3.8765092
,recycling,43.5518595,3.9469882
,bicycle_parking,43.5007083,3.7991627
,charging_station,43.5822821,3.9347146
Casiers,locker,43.3215506,3.5607925
,bicycle_parking,43.3216496,3.5604298
,shower,43.3216229,3.5605867
,motorcycle_parking,43.6493574,3.9741312
,parking_space,43.649258,3.9741332
Association des anciens combattants,community_centre,43.6218813,3.7913919
,waste_disposal,43.3218547,3.5567447
,recycling,43.5533784,3.9487175
,recycling,43.5546844,3.9427594
Réception,yes,43.5558057,3.9398467
,recycling,43.5557946,3.939362
,bench,43.3162803,3.5488619
,bench,43.3162905,3.5488896
,ice_cream,43.3157167,3.5489587
,fountain,43.3154376,3.5490133
,waste_basket,43.3156609,3.5490355
Cuba Libre,bar,43.3157128,3.5491947
,bench,43.3162868,3.5488353
C' Pacher,general,43.316453,3.5489358
La Bodega,bar,43.3165438,3.5490423
,drinking_water,43.3163012,3.5488552
,waste_basket,43.3154159,3.5490024
Outre Mer,boutique,43.3163709,3.5488446
La Siesta,restaurant,43.3133734,3.5473341
,bench,43.3156357,3.5490425
,waste_basket,43.3162946,3.5488245
,drinking_water,43.3154645,3.5490253
,drinking_water,43.317035,3.5485115
Elle & Lui,hairdresser,43.3134183,3.5474283
Indigo Jean's,boutique,43.3159429,3.5490873
Le Coin Gourmand - Maître Artisan,ice_cream,43.3167467,3.5488346
Marie-Louise,ice_cream,43.3166368,3.5488735
La Moule En Fête,restaurant,43.3176171,3.5475453
,drinking_water,43.3177821,3.5475386
,fountain,43.3178168,3.547493
Pomme dans la main,artwork,43.6537719,4.1130377
Cox,artwork,43.6023434,3.9017058
Cox,artwork,43.6118568,3.9298287
,sanitary_dump_station,43.3193138,3.5488128
,waste_basket,43.3196925,3.5537691
Le Croquant,restaurant,43.3208391,3.5563902
,bench,43.3205517,3.5535446
,recycling,43.3207161,3.5569217
,waste_basket,43.3202572,3.5541205
,bench,43.3203593,3.5539193
,waste_basket,43.3204439,3.5537387
,waste_basket,43.3192781,3.5544284
,waste_basket,43.3195653,3.5540041
Chez Pierrot,fast_food,43.3207556,3.5564176
,bench,43.3201321,3.5543239
,waste_basket,43.3190672,3.5547464
,waste_basket,43.3187397,3.5552958
,waste_basket,43.3189043,3.5550251
,waste_basket,43.3186582,3.5554526
Bar Tabac Lou Pescadou,tobacco,43.3168658,3.5519797
La Papille,restaurant,43.3174242,3.5519711
Bri Gett,hairdresser,43.3169565,3.5518185
La Maison,restaurant,43.3169242,3.5519046
Le Fournil de D.I.O.S.,bakery,43.3172823,3.5522095
,bicycle_parking,43.3167538,3.5494927
,bicycle_parking,43.316759,3.5493715
Proxi,supermarket,43.3172285,3.5522243
Le Petit Bazar,newsagent,43.3170003,3.5517356
Chez Michèle et Gérard,butcher,43.3171564,3.5521519
Table à tapas,restaurant,43.3173306,3.5521178
La Casa Del Baggio,restaurant,43.3170046,3.5520472
,seafood,43.3171002,3.552109
Vin Donc Chai Moi !,wine,43.3173851,3.5520556
,post_box,43.3168256,3.5496471
Les Caves Richemer,wine,43.3203716,3.5471515
La Guinguette Richemer,fast_food,43.3204398,3.5473541
,post_box,43.6298921,3.8519874
,vending_machine,43.6308977,3.8525044
Banette,bakery,43.6600051,3.9317265
,toilets,43.5527197,3.9478775
,laundry,43.5527226,3.9477983
,picnic_site,43.5645465,3.9120812
,parking_space,43.6218745,3.8724441
,parking_space,43.6219354,3.8724317
,vending_machine,43.6027262,3.9040991
,vending_machine,43.6034146,3.9099662
,vending_machine,43.6033209,3.9099796
,bicycle_parking,43.603908,3.9147847
,vending_machine,43.6037636,3.9156058
Église Baptiste,place_of_worship,43.6802691,4.145515
,bicycle_parking,43.6073419,3.8670787
Les fils à maman,restaurant,43.6079915,3.87554
Le Hitch,bar,43.6106198,3.8741258
C Breizh,restaurant,43.6087321,3.8750673
Le Couperet,restaurant,43.6087017,3.8751843
Qu'importe le Flacon,perfumery,43.608138,3.8753615
Le Weilai,restaurant,43.6080724,3.8754503
Off-White,clothes,43.6081099,3.8754039
T,artwork,43.6006081,3.9026899
O,artwork,43.600554,3.9027132
L,artwork,43.6005058,3.9027331
E,artwork,43.6004543,3.9027564
R,artwork,43.6004044,3.9027821
A,artwork,43.6003537,3.9028043
N,artwork,43.6003038,3.9028253
C,artwork,43.6002488,3.9028486
E,artwork,43.6001998,3.9028685
,bench,43.598876,3.9002841
,bench,43.5988945,3.9003217
